Dia;Dia_semana;laborable / festivo / domingo festivo;Tipo de Festivo;Festividad
11/07/2021;domingo;domingo;;
12/07/2021;lunes;laborable;;
13/07/2021;martes;laborable;;
14/07/2021;miércoles;laborable;;
15/07/2021;jueves;laborable;;
16/07/2021;viernes;laborable;;
17/07/2021;sábado;sábado;;
18/07/2021;domingo;domingo;;
19/07/2021;lunes;laborable;;
20/07/2021;martes;laborable;;
21/07/2021;miércoles;laborable;;
22/07/2021;jueves;laborable;;
23/07/2021;viernes;laborable;;
24/07/2021;sábado;sábado;;
25/07/2021;domingo;domingo;;
26/07/2021;lunes;laborable;;
27/07/2021;martes;laborable;;
28/07/2021;miércoles;laborable;;
29/07/2021;jueves;laborable;;
30/07/2021;viernes;laborable;;
31/07/2021;sábado;sábado;;
01/08/2021;domingo;domingo;;
02/08/2021;lunes;laborable;;
03/08/2021;martes;laborable;;
04/08/2021;miércoles;laborable;;
05/08/2021;jueves;laborable;;
06/08/2021;viernes;laborable;;
07/08/2021;sábado;sábado;;
08/08/2021;domingo;domingo;;
09/08/2021;lunes;laborable;;
10/08/2021;martes;laborable;;
11/08/2021;miércoles;laborable;;
12/08/2021;jueves;laborable;;
13/08/2021;viernes;laborable;;
14/08/2021;sábado;sábado;;
15/08/2021;domingo;domingo;;
16/08/2021;lunes;laborable;;
17/08/2021;martes;laborable;;
18/08/2021;miércoles;laborable;;
19/08/2021;jueves;laborable;;
20/08/2021;viernes;laborable;;
21/08/2021;sábado;sábado;;
22/08/2021;domingo;domingo;;
23/08/2021;lunes;laborable;;
24/08/2021;martes;laborable;;
25/08/2021;miércoles;laborable;;
26/08/2021;jueves;laborable;;
27/08/2021;viernes;laborable;;
28/08/2021;sábado;sábado;;
29/08/2021;domingo;domingo;;
30/08/2021;lunes;laborable;;
31/08/2021;martes;laborable;;
01/09/2021;miércoles;laborable;;
02/09/2021;jueves;laborable;;
03/09/2021;viernes;laborable;;
04/09/2021;sábado;sábado;;
05/09/2021;domingo;domingo;;
06/09/2021;lunes;laborable;;
07/09/2021;martes;laborable;;
08/09/2021;miércoles;laborable;;
09/09/2021;jueves;laborable;;
10/09/2021;viernes;laborable;;
11/09/2021;sábado;sábado;;
12/09/2021;domingo;domingo;;
13/09/2021;lunes;laborable;;
14/09/2021;martes;laborable;;
15/09/2021;miércoles;laborable;;
16/09/2021;jueves;laborable;;
17/09/2021;viernes;laborable;;
18/09/2021;sábado;sábado;;
19/09/2021;domingo;domingo;;
20/09/2021;lunes;laborable;;
21/09/2021;martes;laborable;;
22/09/2021;miércoles;laborable;;
23/09/2021;jueves;laborable;;
24/09/2021;viernes;laborable;;
25/09/2021;sábado;sábado;;
26/09/2021;domingo;domingo;;
27/09/2021;lunes;laborable;;
28/09/2021;martes;laborable;;
29/09/2021;miércoles;laborable;;
30/09/2021;jueves;laborable;;
01/10/2021;viernes;laborable;;
02/10/2021;sábado;sábado;;
03/10/2021;domingo;domingo;;
04/10/2021;lunes;laborable;;
05/10/2021;martes;laborable;;
06/10/2021;miércoles;laborable;;
07/10/2021;jueves;laborable;;
08/10/2021;viernes;laborable;;
09/10/2021;sábado;sábado;;
10/10/2021;domingo;domingo;;
11/10/2021;lunes;laborable;;
12/10/2021;martes;festivo;Festivo nacional;Fiesta Nacional de España
13/10/2021;miércoles;laborable;;
14/10/2021;jueves;laborable;;
15/10/2021;viernes;laborable;;
16/10/2021;sábado;sábado;;
17/10/2021;domingo;domingo;;
18/10/2021;lunes;laborable;;
19/10/2021;martes;laborable;;
20/10/2021;miércoles;laborable;;
21/10/2021;jueves;laborable;;
22/10/2021;viernes;laborable;;
23/10/2021;sábado;sábado;;
24/10/2021;domingo;domingo;;
25/10/2021;lunes;laborable;;
26/10/2021;martes;laborable;;
27/10/2021;miércoles;laborable;;
28/10/2021;jueves;laborable;;
29/10/2021;viernes;laborable;;
30/10/2021;sábado;sábado;;
31/10/2021;domingo;domingo;;
01/11/2021;lunes;festivo;Festivo nacional;Día de Todos los Santos
02/11/2021;martes;laborable;;
03/11/2021;miércoles;laborable;;
04/11/2021;jueves;laborable;;
05/11/2021;viernes;laborable;;
06/11/2021;sábado;sábado;;
07/11/2021;domingo;domingo;;
08/11/2021;lunes;laborable;;
09/11/2021;martes;festivo;Festivo local de la ciudad de Madrid;Ntra. Sra. de la Almudena. Patrona de la ciudad
10/11/2021;miércoles;laborable;;
11/11/2021;jueves;laborable;;
12/11/2021;viernes;laborable;;
13/11/2021;sábado;sábado;;
14/11/2021;domingo;domingo;;
15/11/2021;lunes;laborable;;
16/11/2021;martes;laborable;;
17/11/2021;miércoles;laborable;;
18/11/2021;jueves;laborable;;
19/11/2021;viernes;laborable;;
20/11/2021;sábado;sábado;;
21/11/2021;domingo;domingo;;
22/11/2021;lunes;laborable;;
23/11/2021;martes;laborable;;
24/11/2021;miércoles;laborable;;
25/11/2021;jueves;laborable;;
26/11/2021;viernes;laborable;;
27/11/2021;sábado;sábado;;
28/11/2021;domingo;domingo;;
29/11/2021;lunes;laborable;;
30/11/2021;martes;laborable;;
01/12/2021;miércoles;laborable;;
02/12/2021;jueves;laborable;;
03/12/2021;viernes;laborable;;
04/12/2021;sábado;sábado;;
05/12/2021;domingo;domingo;;
06/12/2021;lunes;festivo;Festivo nacional;Día de la Constitución
07/12/2021;martes;laborable;;
08/12/2021;miércoles;festivo;Festivo nacional;Inmaculada Concepción
09/12/2021;jueves;laborable;;
10/12/2021;viernes;laborable;;
11/12/2021;sábado;sábado;;
12/12/2021;domingo;domingo;;
13/12/2021;lunes;laborable;;
14/12/2021;martes;laborable;;
15/12/2021;miércoles;laborable;;
16/12/2021;jueves;laborable;;
17/12/2021;viernes;laborable;;
18/12/2021;sábado;sábado;;
19/12/2021;domingo;domingo;;
20/12/2021;lunes;laborable;;
21/12/2021;martes;laborable;;
22/12/2021;miércoles;laborable;;
23/12/2021;jueves;laborable;;
24/12/2021;viernes;laborable;;
25/12/2021;sábado;festivo;Festivo nacional;Natividad del Señor
26/12/2021;domingo;domingo;;
27/12/2021;lunes;laborable;;
28/12/2021;martes;laborable;;
29/12/2021;miércoles;laborable;;
30/12/2021;jueves;laborable;;
31/12/2021;viernes;laborable;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
